Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
CDK1	phosphorylates	SUPT5H	S666	CDK1_T161_3181	-8.685268706652954	1.69058E-4	SUPT5H_S666_432	-4.671418541392836	0.009358984
CDK1	phosphorylates	SQSTM1	T269;S272	CDK1_T161_3181	-8.685268706652954	1.69058E-4	SQSTM1_T269_2624	-4.164545227083625	0.015536779
RPS6KA3	phosphorylates	RPS6	S236;S235	RPS6KA3_S369_2888	3.413732347107465	0.032918109	RPS6_S235_1977	12.168776860786476	5.19E-6
MAPK1	phosphorylates	MGEA5	T709	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	MGEA5_T709_1435	-6.347468858827921	0.001751174
CDK1	phosphorylates	WWTR1	S105;T326;T346;S90;T285	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	WWTR1_S105_2461	4.644166244378144	0.009617545
CDK1	phosphorylates	WWTR1	S105;T326;T346;S90;T285	CDK1_Y15_956	-5.5533513036333755	0.003874451	WWTR1_S105_2461	4.644166244378144	0.009617545
MAPK1	phosphorylates	LARP1	T303;S774	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	LARP1_S766-S774_2266	-7.546997777796429	5.27692E-4
MAPK1	phosphorylates	AHNAK	S216;S5099;S5110;T5794;T694	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	AHNAK_S212-S216_2977	-3.6305086266556104	0.026502701
CDK1	phosphorylates	EIF4G1	S1231	CDK1_T161_3181	-8.685268706652954	1.69058E-4	EIF4G1_S1231_443	-5.220287637403157	0.005405774
CDK1	phosphorylates	FLNA	S1436;S1459;S1084;S1630;S1533	CDK1_T161_3181	-8.685268706652954	1.69058E-4	FLNA_S1459_342	-10.919598619692493	1.81E-5
CDK1	phosphorylates	LMNA	S390;S22;T19;S392	CDK1_T161_3181	-8.685268706652954	1.69058E-4	LMNA_S390-S392_1411	-4.3058607985183315	0.013489269
CDK1	phosphorylates	LMNA	S390;S22;T19;S392	CDK1_T161_3181	-8.685268706652954	1.69058E-4	LMNA_S22_2427	-6.582510838825945	0.001384369
CDK1	phosphorylates	LMNA	S390;S22;T19;S392	CDK1_T161_3181	-8.685268706652954	1.69058E-4	LMNA_S22_2426	-4.296207020885323	0.013620122
CDK1	phosphorylates	LMNA	S390;S22;T19;S392	CDK1_T161_3181	-8.685268706652954	1.69058E-4	LMNA_S390_1412	-9.303552753698362	9.11E-5
CDK1	phosphorylates	LMNA	S390;S22;T19;S392	CDK1_T161_3181	-8.685268706652954	1.69058E-4	LMNA_S22_2423	-3.9472525419337607	0.019307676
CDK1	phosphorylates	LMNB1	S23;S393	CDK1_T161_3181	-8.685268706652954	1.69058E-4	LMNB1_S391-S393_1397	-6.439244638689967	0.001597613
CDK1	phosphorylates	LMNB1	S23;S393	CDK1_T161_3181	-8.685268706652954	1.69058E-4	LMNB1_S23_73	-5.320653572646189	0.004889557
PAK1	phosphorylates	VIM	S66;T426;S412;S56;S26;S25;S47;S39;S51;S73	PAK1_S174_318	-3.804115371432193	0.022278897	VIM_S47_3002	-8.005597863948157	3.3359E-4
PAK1	phosphorylates	VIM	S66;T426;S412;S56;S26;S25;S47;S39;S51;S73	PAK1_S174_318	-3.804115371432193	0.022278897	VIM_S412_1413	-4.781124496784705	0.008386563
PAK1	phosphorylates	VIM	S66;T426;S412;S56;S26;S25;S47;S39;S51;S73	PAK1_S174_318	-3.804115371432193	0.022278897	VIM_S39_2998	-11.670749550163796	8.54E-6
PAK2	phosphorylates	VIM	S66;S26;S39;S51;S73	PAK2_S141_3215	-3.3325731060983355	0.035701124	VIM_S39_2998	-11.670749550163796	8.54E-6
CDK1	phosphorylates	LIG3	T191;S210;S913	CDK1_T161_3181	-8.685268706652954	1.69058E-4	LIG3_S913_1308	-4.337979204269065	0.013062899
RPS6KB1	phosphorylates	RPS6	S236;S247;S235;S244;S240	RPS6KB1_S447_2905	3.8608230328949444	0.021050667	RPS6_S235_1977	12.168776860786476	5.19E-6
CDK1	phosphorylates	AHNAK	S5763	CDK1_T161_3181	-8.685268706652954	1.69058E-4	AHNAK_S5763_258	-4.002386649537283	0.018271978
AKT1	phosphorylates	VIM	S39	AKT1-inactive	-1.0		VIM_S39_2998	-11.670749550163796	8.54E-6
CDK1	phosphorylates	CLASP2	S541;S507	CDK1_T161_3181	-8.685268706652954	1.69058E-4	CLASP2_S507_452	-4.9457299652408615	0.00711372
CDK1	phosphorylates	ZYX	T270;S259;S267;S344;S202;T179;T274;S308	CDK1_T161_3181	-8.685268706652954	1.69058E-4	ZYX_S344_2281	-6.011252238515702	0.002451017
MAP2K1	phosphorylates	MAPK1	T63;T182;Y205;T185;Y185;Y184;Y187;T183	MAP2K1_S222_1310	-6.387917982586584	0.001681754	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4
MAPK1	phosphorylates	MAP2K1	S218;T292;S222;T286;T386;S231	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	MAP2K1_S222_1310	-6.387917982586584	0.001681754
MAP2K2	phosphorylates	MAPK1	T182;T185;Y184;Y187	MAP2K2_S226_1311	-6.387917982586584	0.001681754	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4
MAPK1	phosphorylates	MAP2K2	S226;S222	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	MAP2K2_S226_1311	-6.387917982586584	0.001681754
CDK1	phosphorylates	TOP2A	S1393;S1361;S1354;S1213;S1247	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	TOP2A_S1213_2907	3.493418728825518	0.030396776
CDK1	phosphorylates	TOP2A	S1393;S1361;S1354;S1213;S1247	CDK1_Y15_956	-5.5533513036333755	0.003874451	TOP2A_S1213_2907	3.493418728825518	0.030396776
CDK1	phosphorylates	USP24	S2604;S1616;S2047	CDK1_T161_3181	-8.685268706652954	1.69058E-4	USP24_S2047_3128	-4.239518830846562	0.014414526
CDK1	phosphorylates	USP24	S2604;S1616;S2047	CDK1_T161_3181	-8.685268706652954	1.69058E-4	USP24_S2047_3129	-6.541201491893936	0.001442754
CDK1	phosphorylates	VIM	S55;S56	CDK1_Y15_956	-5.5533513036333755	0.003874451	VIM_S55_2557	5.346492999580414	0.004764832
CDK1	phosphorylates	VIM	S55;S56	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	VIM_S55_2557	5.346492999580414	0.004764832
MAPK1	phosphorylates	JUND	S100	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	JUND_S100_1305	-7.13947172275351	7.93171E-4
CDK1	phosphorylates	RB1	S249;S811;S807;T252;T373	CDK1_T161_3181	-8.685268706652954	1.69058E-4	RB1_S249_2768	-3.238003727342377	0.039242155
CDK1	phosphorylates	RB1	S249;S811;S807;T252;T373	CDK1_T161_3181	-8.685268706652954	1.69058E-4	RB1_T373_1245	-4.631549993591838	0.009739651
CDK1	phosphorylates	RB1	S249;S811;S807;T252;T373	CDK1_T161_3181	-8.685268706652954	1.69058E-4	RB1_T373_1246	-4.7173723860179475	0.008938635
PAK1	phosphorylates	STMN1	S63;S16;S38	PAK1_S174_318	-3.804115371432193	0.022278897	STMN1_S38_2475	-4.954864976549688	0.007049032
PAK1	phosphorylates	STMN1	S63;S16;S38	PAK1_S174_318	-3.804115371432193	0.022278897	STMN1_S63_1927	-3.459878880690053	0.031433569
PAK1	phosphorylates	STMN1	S63;S16;S38	PAK1_S174_318	-3.804115371432193	0.022278897	STMN1_S38_538	-7.4207298768064085	5.98712E-4
MAPK1	phosphorylates	STMN1	S25;S38	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	STMN1_S38_538	-7.4207298768064085	5.98712E-4
MAPK1	phosphorylates	STMN1	S25;S38	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	STMN1_S38_2475	-4.954864976549688	0.007049032
PAK1	phosphorylates	ARHGEF7	S518	PAK1_S174_318	-3.804115371432193	0.022278897	ARHGEF7_S518_1574	-6.266163532428488	0.001899502
ARHGEF7	phosphorylates	PAK2	T402;S141	ARHGEF7_S518_1574	-6.266163532428488	0.001899502	PAK2_S141_3215	-3.3325731060983355	0.035701124
CDK1	phosphorylates	U2AF2	S79	CDK1_T161_3181	-8.685268706652954	1.69058E-4	U2AF2_S79_611	-5.526171495231395	0.003981202
MAPK1	phosphorylates	SUPT5H	S666	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	SUPT5H_S666_432	-4.671418541392836	0.009358984
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_Y15_956	-5.5533513036333755	0.003874451	NPM1_S70_2993	9.23156400842781	9.79E-5
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	NPM1_S70_2990	11.176453228349015	1.4E-5
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_Y15_956	-5.5533513036333755	0.003874451	NPM1_S70_2992	9.819146404102376	5.44E-5
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_Y15_956	-5.5533513036333755	0.003874451	NPM1_S70_2991	10.085009429159518	4.17E-5
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	NPM1_T237_2889	5.0816108082924165	0.006209898
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_Y15_956	-5.5533513036333755	0.003874451	NPM1_S70_2990	11.176453228349015	1.4E-5
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	NPM1_S70_2993	9.23156400842781	9.79E-5
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	NPM1_S70_2991	10.085009429159518	4.17E-5
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	NPM1_S70_2992	9.819146404102376	5.44E-5
CDK1	phosphorylates	NPM1	T219;T208;T237;T205;T234;T199;S70	CDK1_Y15_956	-5.5533513036333755	0.003874451	NPM1_T237_2889	5.0816108082924165	0.006209898
LMNA	phosphorylates	MAP2K1	S218;S222	LMNA_S22_2427	-6.582510838825945	0.001384369	MAP2K1_S222_1310	-6.387917982586584	0.001681754
LMNA	phosphorylates	MAP2K1	S218;S222	LMNA_S22_2426	-4.296207020885323	0.013620122	MAP2K1_S222_1310	-6.387917982586584	0.001681754
LMNA	phosphorylates	MAP2K1	S218;S222	LMNA_S390_1412	-9.303552753698362	9.11E-5	MAP2K1_S222_1310	-6.387917982586584	0.001681754
LMNA	phosphorylates	MAP2K1	S218;S222	LMNA_S22_2423	-3.9472525419337607	0.019307676	MAP2K1_S222_1310	-6.387917982586584	0.001681754
LMNA	phosphorylates	MAP2K1	S218;S222	LMNA_S390-S392_1411	-4.3058607985183315	0.013489269	MAP2K1_S222_1310	-6.387917982586584	0.001681754
CDK1	phosphorylates	RANBP2	S2280;T2153;S2251;S2276;S2246	CDK1_T161_3181	-8.685268706652954	1.69058E-4	RANBP2_S2276_2350	-3.362173495570357	0.034659844
AKT1	phosphorylates	TSC2	T1462;S981;S939	AKT1-inactive	-1.0		TSC2_S939_2694	-10.490474537267684	2.78E-5
AKT2	phosphorylates	TSC2	T1462;S1130;S939	AKT2-inactive	-1.0		TSC2_S939_2694	-10.490474537267684	2.78E-5
AKT3	phosphorylates	TSC2	T1462;S939	AKT3-inactive	-1.0		TSC2_S939_2694	-10.490474537267684	2.78E-5
AKT2	phosphorylates	TBC1D4	S318;S588;S751;T642;T751;S341;S570	AKT2-inactive	-1.0		TBC1D4_S570_2554	-8.243231058372704	2.63033E-4
AKT2	phosphorylates	TBC1D4	S318;S588;S751;T642;T751;S341;S570	AKT2-inactive	-1.0		TBC1D4_S341_849	-5.506413697257772	0.004060644
AKT1	phosphorylates	TBC1D4	S318;S588;S751;T642;T751;S341;S570	AKT1-inactive	-1.0		TBC1D4_S570_2554	-8.243231058372704	2.63033E-4
AKT1	phosphorylates	TBC1D4	S318;S588;S751;T642;T751;S341;S570	AKT1-inactive	-1.0		TBC1D4_S341_849	-5.506413697257772	0.004060644
CDK1	phosphorylates	FOXK2	S428;S373	CDK1_T161_3181	-8.685268706652954	1.69058E-4	FOXK2_S428_553	-4.918810818670592	0.007307816
MAPK1	phosphorylates	PGK1	S203	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	PGK1_S203_134	-5.835601619727868	0.002921665
CDK1	phosphorylates	CSNK2B	S209	CDK1_T161_3181	-8.685268706652954	1.69058E-4	CSNK2B_S209_967	-7.7991022103040635	4.10103E-4
GSK3B	phosphorylates	CTNND1	T310;S252	GSK3B_S9_2963	7.641403672185012	4.80154E-4	CTNND1_S252_3228	-3.229072863401206	0.039594191
AKT1	phosphorylates	STAT1	S727	AKT1-inactive	-1.0		STAT1_S727_1480	-4.051943277836843	0.017388551
MAPK1	phosphorylates	JUN	S63;S73	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	JUN_S73_1304	-7.13947172275351	7.93171E-4
CDK1	phosphorylates	RPS6KB1	S447;S434;T444;S394	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	RPS6KB1_S447_2905	3.8608230328949444	0.021050667
CDK1	phosphorylates	RPS6KB1	S447;S434;T444;S394	CDK1_Y15_956	-5.5533513036333755	0.003874451	RPS6KB1_S447_2905	3.8608230328949444	0.021050667
RPS6KA3	phosphorylates	GSK3B	S9	RPS6KA3_S369_2888	3.413732347107465	0.032918109	GSK3B_S9_2963	7.641403672185012	4.80154E-4
CDK1	phosphorylates	ANAPC1	T291;T537;T701;S547;S555;S688;S377;S355;T530;S373	CDK1_T161_3181	-8.685268706652954	1.69058E-4	ANAPC1_S688_1637	-6.871239181545279	0.001037191
CDK1	phosphorylates	ANAPC1	T291;T537;T701;S547;S555;S688;S377;S355;T530;S373	CDK1_T161_3181	-8.685268706652954	1.69058E-4	ANAPC1_S547_1417	-4.47170752072524	0.011427786
AKT1	phosphorylates	BABAM1	S29	AKT1-inactive	-1.0		BABAM1_S29_2925	-5.351498758059148	0.00474104
GSK3B	phosphorylates	CLASP2	S537;S503;S533;S499;S507	GSK3B_S9_2963	7.641403672185012	4.80154E-4	CLASP2_S507_452	-4.9457299652408615	0.00711372
CDK1	phosphorylates	RFC1	T506;S518	CDK1_T161_3181	-8.685268706652954	1.69058E-4	RFC1_T506_1325	-4.587427129132195	0.010179014
CDK1	phosphorylates	HMGA1	T42;T53;T78;T67;S36	CDK1_Y15_956	-5.5533513036333755	0.003874451	HMGA1_T42_1212	3.459593716704596	0.031442534
CDK1	phosphorylates	HMGA1	T42;T53;T78;T67;S36	CDK1_T14-Y15_954	-6.554494757555226	0.001423702	HMGA1_T42_1212	3.459593716704596	0.031442534
CDK1	phosphorylates	HMGA1	T42;T53;T78;T67;S36	CDK1_T161_3181	-8.685268706652954	1.69058E-4	HMGA1_T53_1216	-3.489902996699237	0.030503831
CDK1	phosphorylates	HMGA2	S44;S59	CDK1_T161_3181	-8.685268706652954	1.69058E-4	HMGA2_S44_1218	-3.5374754572548075	0.029086665
RPS6KB1	phosphorylates	GSK3B	S9	RPS6KB1_S447_2905	3.8608230328949444	0.021050667	GSK3B_S9_2963	7.641403672185012	4.80154E-4
GSK3B	phosphorylates	BCLAF1	S531	GSK3B_S9_2963	7.641403672185012	4.80154E-4	BCLAF1_S531_495	-5.462791618207546	0.004241698
RPS6KB1	phosphorylates	EIF4B	S406;S359;S311;S422;T420;S442;S497;S418	RPS6KB1_S447_2905	3.8608230328949444	0.021050667	EIF4B_S406_516	6.354004657557937	0.001739766
AKT1	phosphorylates	AKT1S1	T246;S183	AKT1-inactive	-1.0		AKT1S1_T246_1457	-11.37316352259507	1.15E-5
AKT1	phosphorylates	AKT1S1	T246;S183	AKT1-inactive	-1.0		AKT1S1_T246_1456	-12.080321440224614	5.67E-6
CDK1	phosphorylates	ELAVL1	S202	CDK1_T161_3181	-8.685268706652954	1.69058E-4	ELAVL1_S202_1714	-4.5394069775862045	0.010679738
AKT3	phosphorylates	AKT1S1	T246;S183	AKT3-inactive	-1.0		AKT1S1_T246_1457	-11.37316352259507	1.15E-5
AKT3	phosphorylates	AKT1S1	T246;S183	AKT3-inactive	-1.0		AKT1S1_T246_1456	-12.080321440224614	5.67E-6
AKT2	phosphorylates	AKT1S1	T246;S183	AKT2-inactive	-1.0		AKT1S1_T246_1456	-12.080321440224614	5.67E-6
AKT2	phosphorylates	AKT1S1	T246;S183	AKT2-inactive	-1.0		AKT1S1_T246_1457	-11.37316352259507	1.15E-5
CDK1	phosphorylates	STMN1	S25;S38	CDK1_T161_3181	-8.685268706652954	1.69058E-4	STMN1_S38_2475	-4.954864976549688	0.007049032
CDK1	phosphorylates	STMN1	S25;S38	CDK1_T161_3181	-8.685268706652954	1.69058E-4	STMN1_S38_538	-7.4207298768064085	5.98712E-4
CDK1	phosphorylates	HNRNPK	S216	CDK1_T161_3181	-8.685268706652954	1.69058E-4	HNRNPK_S216_974	-9.442272429323472	7.93E-5
AKT1	phosphorylates	CDK9	S347;S175	AKT1-inactive	-1.0		CDK9_S347_1916	-3.4007562189887195	0.033348042
AKT1	phosphorylates	BAD	S75;S99;S118;S136;S112;S134	AKT1-inactive	-1.0		BAD_S118_1983	-3.7394415632510074	0.023767372
MAPK1	phosphorylates	GTF2I	S668;S633;S674;S627	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	GTF2I_S668_143	-4.243492645925273	0.014357359
AKT2	phosphorylates	BAD	S99;S118;S136;S112	AKT2-inactive	-1.0		BAD_S118_1983	-3.7394415632510074	0.023767372
AKT3	phosphorylates	BAD	S99;S118	AKT3-inactive	-1.0		BAD_S118_1983	-3.7394415632510074	0.023767372
PAK1	phosphorylates	BAD	S75;S74;S99;S118;S134	PAK1_S174_318	-3.804115371432193	0.022278897	BAD_S118_1983	-3.7394415632510074	0.023767372
PAK4	phosphorylates	BAD	S75;S97;S99;S118;S134	PAK4_S474_1930	-11.330603908176274	1.2E-5	BAD_S118_1983	-3.7394415632510074	0.023767372
MAPK1	phosphorylates	MYBBP1A	S1267	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	MYBBP1A_S1267_1174	-5.152142293197608	0.005786994
MAPK1	phosphorylates	STAT1	S727	MAPK1_T185-Y187_3010	-6.956433049467976	9.52488E-4	STAT1_S727_1480	-4.051943277836843	0.017388551
CDK1	phosphorylates	PAICS	S27	CDK1_T161_3181	-8.685268706652954	1.69058E-4	PAICS_S27_2824	-5.246214599871598	0.00526742
CDK1	phosphorylates	JUN	S63;S243;S73	CDK1_T161_3181	-8.685268706652954	1.69058E-4	JUN_S73_1304	-7.13947172275351	7.93171E-4
CDK1	phosphorylates	MAP2K1	S218;T292;S222;T286	CDK1_T161_3181	-8.685268706652954	1.69058E-4	MAP2K1_S222_1310	-6.387917982586584	0.001681754
